Occupancy,Flood,Age
1.000,0.000,0.636
1.000,0.000,0.639
1.000,0.000,0.645
1.000,0.000,0.648
1.000,0.000,0.651
1.000,0.000,0.654
1.000,0.000,0.657
1.000,0.000,0.660
0.950,0.000,0.592
0.950,0.000,0.595
0.950,0.000,0.598
0.950,0.000,0.601
0.950,0.000,0.604
0.950,0.000,0.607
0.950,0.000,0.610
0.950,0.000,0.613
0.950,0.000,0.619
0.950,0.000,0.622
0.950,0.000,0.625
0.950,0.000,0.628
0.950,0.000,0.631
0.950,0.000,0.634
0.950,0.000,0.637
0.950,0.000,0.640
0.950,0.000,0.643
0.950,0.000,0.646
0.950,0.000,0.649
0.950,0.000,0.652
0.950,0.000,0.655
0.950,0.000,0.658
0.950,0.000,0.661
0.950,0.000,0.667
0.950,0.000,0.670
0.950,0.000,0.673
0.950,0.000,0.676
0.950,0.000,0.679
0.950,0.000,0.682
0.950,0.000,0.685
0.950,0.000,0.688
0.950,0.000,0.691
0.950,0.000,0.694
0.950,0.000,0.700
0.950,0.000,0.706
0.950,0.000,0.712
1.000,0.050,0.624
1.000,0.000,0.626
1.000,0.000,0.629
1.000,0.000,0.631
1.000,0.000,0.634
1.000,0.000,0.636
1.000,0.000,0.639
1.000,0.000,0.641
1.000,0.000,0.644
1.000,0.000,0.646
1.000,0.000,0.649
1.000,0.000,0.651
1.000,0.000,0.654
1.000,0.000,0.656
1.000,0.000,0.661
1.000,0.000,0.664
1.000,0.000,0.666
1.000,0.000,0.669
1.000,0.000,0.671
1.000,0.000,0.658
1.000,0.000,0.660
1.000,0.000,0.663
1.000,0.000,0.665
0.950,0.000,0.597
0.950,0.000,0.599
0.950,0.000,0.602
0.950,0.000,0.604
0.950,0.000,0.606
0.950,0.000,0.609
0.950,0.000,0.611
0.950,0.000,0.613
0.950,0.000,0.615
0.950,0.000,0.618
0.950,0.000,0.620
0.950,0.000,0.622
0.950,0.000,0.627
0.950,0.000,0.629
0.950,0.000,0.559
0.950,0.000,0.562
0.950,0.000,0.564
0.950,0.000,0.569
0.950,0.000,0.571
0.950,0.000,0.576
0.950,0.000,0.578
0.950,0.000,0.582
0.950,0.000,0.587
0.950,0.000,0.591
0.950,0.000,0.594
0.950,0.000,0.596
0.900,0.000,0.523
0.900,0.000,0.525
0.900,0.000,0.502
0.900,0.000,0.505
0.900,0.000,0.507
0.900,0.000,0.512
0.900,0.000,0.513
0.900,0.000,0.516
0.900,0.000,0.518
0.900,0.000,0.520
0.900,0.000,0.472
0.900,0.000,0.475
0.900,0.000,0.480
0.900,0.000,0.481
0.900,0.000,0.486
0.900,0.000,0.487
0.900,0.000,0.489
0.900,0.000,0.463
0.900,0.000,0.467
0.900,0.000,0.473
0.900,0.000,0.474
0.900,0.000,0.477
0.900,0.000,0.483
0.900,0.000,0.485
0.900,0.000,0.487
0.900,0.000,0.489
0.900,0.000,0.495
0.900,0.000,0.496
0.900,0.000,0.499
0.950,0.053,0.478
0.950,0.000,0.480
0.950,0.000,0.483
0.950,0.000,0.484
0.950,0.000,0.489
0.950,0.000,0.492
0.950,0.000,0.497
0.950,0.000,0.499
0.950,0.000,0.502
0.950,0.000,0.506
0.950,0.000,0.509
0.950,0.000,0.511
0.950,0.000,0.514
0.950,0.000,0.519
0.950,0.000,0.521
0.950,0.000,0.524
0.950,0.000,0.529
0.950,0.000,0.531
0.950,0.000,0.359
0.950,0.000,0.365
0.950,0.000,0.368
0.950,0.000,0.372
0.950,0.000,0.374
0.950,0.000,0.380
0.950,0.000,0.383
0.950,0.000,0.388
0.950,0.000,0.391
0.950,0.000,0.397
0.950,0.000,0.399
0.950,0.000,0.405
0.950,0.000,0.408
0.950,0.000,0.411
0.950,0.000,0.414
0.950,0.000,0.419
0.950,0.000,0.422
0.950,0.000,0.425
1.000,0.050,0.406
1.000,0.000,0.412
1.000,0.000,0.415
1.000,0.000,0.417
1.000,0.000,0.420
1.000,0.000,0.427
1.000,0.000,0.429
1.000,0.000,0.435
1.000,0.000,0.438
1.000,0.000,0.444
1.000,0.000,0.447
1.000,0.000,0.453
1.000,0.000,0.456
1.000,0.000,0.459
1.000,0.000,0.465
1.000,0.000,0.468
1.000,0.000,0.474
1.000,0.000,0.478
1.000,0.000,0.481
1.000,0.000,0.488
1.000,0.000,0.491
1.000,0.000,0.494
1.000,0.000,0.501
1.000,0.000,0.504
1.000,0.000,0.508
1.000,0.000,0.514
1.000,0.000,0.518
1.000,0.000,0.521
0.950,0.000,0.450
0.950,0.000,0.454
0.950,0.000,0.457
0.950,0.000,0.460
0.950,0.000,0.464
0.950,0.000,0.467
1.000,0.050,0.302
1.000,0.000,0.304
1.000,0.000,0.310
1.000,0.000,0.312
1.000,0.000,0.315
1.000,0.000,0.318
1.000,0.000,0.321
1.000,0.000,0.326
1.000,0.000,0.329
1.000,0.000,0.334
1.000,0.000,0.337
1.000,0.000,0.342
1.000,0.000,0.344
1.000,0.000,0.350
1.000,0.000,0.334
1.000,0.000,0.253
1.000,0.000,0.258
1.000,0.000,0.261
1.000,0.000,0.265
1.000,0.000,0.268
1.000,0.000,0.271
1.000,0.000,0.260
1.000,0.000,0.263
1.000,0.000,0.269
1.000,0.000,0.270
1.000,0.000,0.273
1.000,0.000,0.278
1.000,0.000,0.262
1.000,0.000,0.265
1.000,0.000,0.218
1.000,0.000,0.220
1.000,0.000,0.223
1.000,0.000,0.225
1.000,0.000,0.226
1.000,0.000,0.231
1.000,0.000,0.233
1.000,0.000,0.235
1.000,0.000,0.237
1.000,0.000,0.240
1.000,0.000,0.245
1.000,0.000,0.247
1.000,0.000,0.249
1.000,0.000,0.251
1.000,0.000,0.257
1.000,0.000,0.258
1.000,0.000,0.261
1.000,0.000,0.263
1.000,0.000,0.268
1.000,0.000,0.270
1.000,0.000,0.272
1.000,0.000,0.277
1.000,0.000,0.279
1.000,0.000,0.282
1.000,0.000,0.272
1.000,0.000,0.274
1.000,0.000,0.279
1.000,0.000,0.282
1.000,0.000,0.284
1.000,0.000,0.286
1.000,0.000,0.288
1.000,0.000,0.294
1.000,0.000,0.296
1.000,0.000,0.298
1.000,0.000,0.300
1.000,0.000,0.302
1.000,0.000,0.305
1.000,0.000,0.307
1.000,0.000,0.309
1.000,0.000,0.298
1.000,0.000,0.303
1.000,0.000,0.305
1.000,0.000,0.307
1.000,0.000,0.313
1.000,0.000,0.316
1.000,0.000,0.317
1.000,0.000,0.319
1.000,0.000,0.322
1.000,0.000,0.327
1.000,0.000,0.329
1.000,0.000,0.332
1.000,0.000,0.333
1.000,0.000,0.297
1.000,0.000,0.299
1.000,0.000,0.302
1.000,0.000,0.304
1.000,0.000,0.311
1.000,0.000,0.314
1.000,0.000,0.304
1.000,0.000,0.306
1.000,0.000,0.312
1.000,0.000,0.315
1.000,0.000,0.317
1.000,0.000,0.320
1.000,0.000,0.326
1.000,0.000,0.328
1.000,0.000,0.245
1.000,0.000,0.247
1.000,0.000,0.253
1.000,0.000,0.255
1.000,0.000,0.260
1.000,0.000,0.263
1.000,0.000,0.265
1.000,0.000,0.271
1.000,0.000,0.273
1.000,0.000,0.276
1.000,0.000,0.281
1.000,0.000,0.284
1.000,0.000,0.289
1.000,0.000,0.292
1.000,0.000,0.294
1.000,0.000,0.273
1.000,0.000,0.275
1.000,0.000,0.278
1.000,0.000,0.283
1.000,0.000,0.285
1.000,0.000,0.288
1.000,0.000,0.290
1.000,0.000,0.293
1.000,0.000,0.296
1.000,0.000,0.298
1.050,0.048,0.252
1.050,0.000,0.255
1.050,0.000,0.258
1.050,0.000,0.260
1.050,0.000,0.263
1.050,0.000,0.266
1.050,0.000,0.268
1.050,0.000,0.271
1.050,0.000,0.277
1.050,0.000,0.280
1.050,0.000,0.283
1.050,0.000,0.285
1.050,0.000,0.287
1.050,0.000,0.290
1.050,0.000,0.293
1.050,0.000,0.296
1.050,0.000,0.298
1.050,0.000,0.301
1.050,0.000,0.304
1.050,0.000,0.307
1.050,0.000,0.310
1.050,0.000,0.312
1.050,0.000,0.315
1.050,0.000,0.318
1.050,0.000,0.321
1.050,0.000,0.324
1.050,0.000,0.327
1.050,0.000,0.330
1.050,0.000,0.332
1.050,0.000,0.335
1.050,0.000,0.338
1.050,0.000,0.341
1.100,0.045,0.328
1.100,0.000,0.334
1.100,0.000,0.337
1.100,0.000,0.340
1.100,0.000,0.343
1.100,0.000,0.346
1.100,0.000,0.349
1.100,0.000,0.352
1.100,0.000,0.355
1.100,0.000,0.358
1.100,0.000,0.361
1.100,0.000,0.364
1.100,0.000,0.367
1.100,0.000,0.370
1.100,0.000,0.373
1.100,0.000,0.376
1.100,0.000,0.379
1.100,0.000,0.382
1.100,0.000,0.385
1.100,0.000,0.391
1.100,0.000,0.394
1.100,0.000,0.397
1.100,0.000,0.400
1.100,0.000,0.403
1.100,0.000,0.406
1.100,0.000,0.409
1.100,0.000,0.412
1.100,0.000,0.415
1.100,0.000,0.418
1.100,0.000,0.421
1.100,0.000,0.424
1.100,0.000,0.427
1.100,0.000,0.430
1.100,0.000,0.433
1.100,0.000,0.437
1.100,0.000,0.440
1.100,0.000,0.443
1.100,0.000,0.446
1.100,0.000,0.449
1.100,0.000,0.452
1.100,0.000,0.455
1.100,0.000,0.458
1.100,0.000,0.464
1.100,0.000,0.467
1.100,0.000,0.470
1.100,0.000,0.473
1.100,0.000,0.476
1.100,0.000,0.479
1.100,0.000,0.482
1.100,0.000,0.485
1.100,0.000,0.488
1.100,0.000,0.491
1.100,0.000,0.494
1.100,0.000,0.497
1.100,0.000,0.500
1.100,0.000,0.503
1.050,0.000,0.435
1.050,0.000,0.438
1.050,0.000,0.441
1.050,0.000,0.444
1.050,0.000,0.447
1.050,0.000,0.450
1.050,0.000,0.427
1.050,0.000,0.430
1.050,0.000,0.437
1.050,0.000,0.439
1.050,0.000,0.442
1.050,0.000,0.445
1.050,0.000,0.448
1.050,0.000,0.451
1.050,0.000,0.454
1.050,0.000,0.457
1.050,0.000,0.460
1.050,0.000,0.463
1.050,0.000,0.466
1.050,0.000,0.469
1.050,0.000,0.472
1.050,0.000,0.475
1.050,0.000,0.478
1.050,0.000,0.481
1.050,0.000,0.484
1.050,0.000,0.487
1.050,0.000,0.490
1.050,0.000,0.493
1.050,0.000,0.497
1.050,0.000,0.500
1.050,0.000,0.503
1.050,0.000,0.509
1.050,0.000,0.512
1.050,0.000,0.515
1.050,0.000,0.518
1.050,0.000,0.521
1.050,0.000,0.524
1.050,0.000,0.527
1.050,0.000,0.530
1.050,0.000,0.533
1.050,0.000,0.536
1.050,0.000,0.539
1.050,0.000,0.542
1.050,0.000,0.545
1.100,0.045,0.479
1.100,0.000,0.482
1.100,0.000,0.485
1.100,0.000,0.488
1.100,0.000,0.492
1.100,0.000,0.493
1.100,0.000,0.496
1.100,0.000,0.499
1.100,0.000,0.502
1.100,0.000,0.505
1.100,0.000,0.508
1.100,0.000,0.511
1.100,0.000,0.518
1.100,0.000,0.520
1.100,0.000,0.523
1.100,0.000,0.526
1.100,0.000,0.529
1.100,0.000,0.532
1.100,0.000,0.536
1.100,0.000,0.538
1.100,0.000,0.542
1.100,0.000,0.545
1.100,0.000,0.548
1.100,0.000,0.551
1.100,0.000,0.554
1.100,0.000,0.557
1.100,0.000,0.560
1.100,0.000,0.563
1.100,0.000,0.566
1.100,0.000,0.569
1.100,0.000,0.572
1.100,0.000,0.575
1.100,0.000,0.578
1.100,0.000,0.581
1.100,0.000,0.584
1.100,0.000,0.587
1.100,0.000,0.590
1.100,0.000,0.596
1.100,0.000,0.599
1.100,0.000,0.603
1.100,0.000,0.606
1.100,0.000,0.609
1.100,0.000,0.613
1.100,0.000,0.616
1.100,0.000,0.619
1.100,0.000,0.623
1.100,0.000,0.626
1.100,0.000,0.629
1.100,0.000,0.633
1.100,0.000,0.636
1.100,0.000,0.639
1.100,0.000,0.643
1.100,0.000,0.646
1.100,0.000,0.649
1.100,0.000,0.653
1.100,0.000,0.656
1.100,0.000,0.659
1.100,0.000,0.626
1.100,0.000,0.629
1.100,0.000,0.632
1.100,0.000,0.636
1.100,0.000,0.642
1.100,0.000,0.646
1.100,0.000,0.649
1.100,0.000,0.652
1.100,0.000,0.656
1.100,0.000,0.659
1.100,0.000,0.507
1.100,0.000,0.510
1.100,0.000,0.512
1.100,0.000,0.516
1.100,0.000,0.517
1.100,0.000,0.520
1.100,0.000,0.523
1.100,0.000,0.525
1.100,0.000,0.528
1.100,0.000,0.530
1.100,0.000,0.533
1.100,0.000,0.535
1.100,0.000,0.538
1.100,0.000,0.544
1.100,0.000,0.547
1.100,0.000,0.549
1.100,0.000,0.552
1.100,0.000,0.554
1.100,0.000,0.557
1.100,0.000,0.559
1.100,0.000,0.528
1.100,0.000,0.530
1.100,0.000,0.533
1.100,0.000,0.535
1.100,0.000,0.536
1.100,0.000,0.538
1.100,0.000,0.540
1.100,0.000,0.543
1.100,0.000,0.545
1.100,0.000,0.548
1.100,0.000,0.550
1.100,0.000,0.553
1.100,0.000,0.556
1.100,0.000,0.558
1.100,0.000,0.561
1.100,0.000,0.563
1.100,0.000,0.566
1.100,0.000,0.568
1.100,0.000,0.574
1.100,0.000,0.576
1.100,0.000,0.579
1.100,0.000,0.581
1.100,0.000,0.584
1.100,0.000,0.587
1.100,0.000,0.589
1.100,0.000,0.592
1.100,0.000,0.594
1.100,0.000,0.597
1.100,0.000,0.599
1.100,0.000,0.602
1.100,0.000,0.605
1.100,0.000,0.607
1.100,0.000,0.610
1.100,0.000,0.612
1.100,0.000,0.615
1.100,0.000,0.617
1.100,0.000,0.620
1.100,0.000,0.623
1.100,0.000,0.625
1.100,0.000,0.630
1.100,0.000,0.633
1.100,0.000,0.635
1.100,0.000,0.638
1.100,0.000,0.641
1.100,0.000,0.643
1.100,0.000,0.646
1.100,0.000,0.648
1.100,0.000,0.651
1.100,0.000,0.653
1.100,0.000,0.656
1.100,0.000,0.659
1.100,0.000,0.661
1.100,0.000,0.664
1.100,0.000,0.666
1.100,0.000,0.669
1.100,0.000,0.672
1.100,0.000,0.674
1.100,0.000,0.679
1.100,0.000,0.682
1.100,0.000,0.684
1.100,0.000,0.687
1.100,0.000,0.690
1.100,0.000,0.692
1.100,0.000,0.695
1.100,0.000,0.697
1.100,0.000,0.700
1.100,0.000,0.702
1.100,0.000,0.705
1.100,0.000,0.708
1.100,0.000,0.710
1.100,0.000,0.713
1.100,0.000,0.715
1.100,0.000,0.718
1.100,0.000,0.720
1.100,0.000,0.723
1.100,0.000,0.726
1.100,0.000,0.728
1.100,0.000,0.731
1.100,0.000,0.736
1.100,0.000,0.738
1.100,0.000,0.741
1.100,0.000,0.744
1.100,0.000,0.746
1.100,0.000,0.749
1.100,0.000,0.751
1.100,0.000,0.672
1.100,0.000,0.675
1.100,0.000,0.677
1.100,0.000,0.680
1.100,0.000,0.682
1.100,0.000,0.684
1.100,0.000,0.686
1.100,0.000,0.689
1.100,0.000,0.691
1.100,0.000,0.693
1.200,0.083,0.542
1.200,0.000,0.545
1.200,0.000,0.547
1.200,0.000,0.550
1.200,0.000,0.552
1.200,0.000,0.558
1.200,0.000,0.561
1.200,0.000,0.563
1.200,0.000,0.566
1.200,0.000,0.569
1.200,0.000,0.572
1.200,0.000,0.574
1.200,0.000,0.577
1.200,0.000,0.580
1.200,0.000,0.582
1.200,0.000,0.585
1.200,0.000,0.588
1.200,0.000,0.590
1.200,0.000,0.593
1.200,0.000,0.596
1.200,0.000,0.599
1.200,0.000,0.602
1.200,0.000,0.604
1.200,0.000,0.607
1.200,0.000,0.610
1.150,0.000,0.552
1.150,0.000,0.555
1.150,0.000,0.558
1.150,0.000,0.564
1.150,0.000,0.566
1.150,0.000,0.569
1.150,0.000,0.572
1.150,0.000,0.574
1.150,0.000,0.577
1.150,0.000,0.580
1.150,0.000,0.583
1.150,0.000,0.586
1.150,0.000,0.589
1.150,0.000,0.592
1.150,0.000,0.595
1.150,0.000,0.598
1.150,0.000,0.601
1.150,0.000,0.604
1.150,0.000,0.608
1.150,0.000,0.611
1.150,0.000,0.614
1.150,0.000,0.617
1.150,0.000,0.620
1.150,0.000,0.623
1.150,0.000,0.626
1.150,0.000,0.629
1.150,0.000,0.633
1.150,0.000,0.636
1.150,0.000,0.643
1.150,0.000,0.646
1.150,0.000,0.649
1.150,0.000,0.653
1.150,0.000,0.656
1.150,0.000,0.659
1.150,0.000,0.663
1.150,0.000,0.666
1.150,0.000,0.669
1.150,0.000,0.673
1.150,0.000,0.676
1.150,0.000,0.679
1.150,0.000,0.683
1.150,0.000,0.686
1.150,0.000,0.689
1.150,0.000,0.693
1.150,0.000,0.696
1.150,0.000,0.699
1.150,0.000,0.703
1.100,0.000,0.647
1.100,0.000,0.651
1.100,0.000,0.654
1.100,0.000,0.657
1.100,0.000,0.661
1.100,0.000,0.664
1.100,0.000,0.667
1.100,0.000,0.674
1.100,0.000,0.677
1.100,0.000,0.681
1.100,0.000,0.684
1.100,0.000,0.687
1.100,0.000,0.691
1.100,0.000,0.694
1.100,0.000,0.697
1.100,0.000,0.701
1.100,0.000,0.704
1.100,0.000,0.707
1.100,0.000,0.711
1.100,0.000,0.714
1.100,0.000,0.717
1.100,0.000,0.721
1.100,0.000,0.724
1.100,0.000,0.727
1.100,0.000,0.731
1.100,0.000,0.734
1.100,0.000,0.737
1.100,0.000,0.741
1.100,0.000,0.744
1.100,0.000,0.747
1.100,0.000,0.751
1.100,0.000,0.754
1.100,0.000,0.757
1.100,0.000,0.764
1.100,0.000,0.767
1.100,0.000,0.771
1.100,0.000,0.774
1.100,0.000,0.777
1.100,0.000,0.781
1.100,0.000,0.784
1.100,0.000,0.787
1.100,0.000,0.791
1.100,0.000,0.794
1.100,0.000,0.768
1.100,0.000,0.772
1.100,0.000,0.775
1.100,0.000,0.778
1.100,0.000,0.781
1.100,0.000,0.784
1.100,0.000,0.787
1.100,0.000,0.790
1.100,0.000,0.793
1.100,0.000,0.796
1.100,0.000,0.799
1.100,0.000,0.768
1.100,0.000,0.771
1.100,0.000,0.774
1.100,0.000,0.777
1.100,0.000,0.783
1.100,0.000,0.786
1.100,0.000,0.789
1.100,0.000,0.792
1.100,0.000,0.795
1.050,0.000,0.702
1.050,0.000,0.705
1.050,0.000,0.707
1.050,0.000,0.710
1.050,0.000,0.713
1.050,0.000,0.715
1.050,0.000,0.718
1.050,0.000,0.721
1.050,0.000,0.723
1.050,0.000,0.726
1.050,0.000,0.729
1.050,0.000,0.731
1.050,0.000,0.734
1.050,0.000,0.737
1.050,0.000,0.739
1.050,0.000,0.742
1.050,0.000,0.745
1.050,0.000,0.747
1.050,0.000,0.750
1.050,0.000,0.643
1.050,0.000,0.645
1.050,0.000,0.651
1.050,0.000,0.653
1.050,0.000,0.656
1.050,0.000,0.657
1.050,0.000,0.660
1.050,0.000,0.663
1.050,0.000,0.665
1.050,0.000,0.668
1.050,0.000,0.671
1.050,0.000,0.673
1.050,0.000,0.676
1.050,0.000,0.679
1.050,0.000,0.682
1.050,0.000,0.684
1.050,0.000,0.687
1.050,0.000,0.690
1.050,0.000,0.692
1.050,0.000,0.695
1.050,0.000,0.698
1.050,0.000,0.700
1.050,0.000,0.703
1.050,0.000,0.706
1.050,0.000,0.708
1.050,0.000,0.711
1.050,0.000,0.714
1.050,0.000,0.717
1.050,0.000,0.723
1.050,0.000,0.667
1.050,0.000,0.670
1.050,0.000,0.672
1.050,0.000,0.675
1.050,0.000,0.677
1.050,0.000,0.678
1.050,0.000,0.681
1.050,0.000,0.684
1.050,0.000,0.687
1.050,0.000,0.665
1.050,0.000,0.668
1.050,0.000,0.671
1.050,0.000,0.674
1.050,0.000,0.677
1.050,0.000,0.679
1.050,0.000,0.682
1.050,0.000,0.684
1.050,0.000,0.687
1.050,0.000,0.690
1.050,0.000,0.692
1.050,0.000,0.695
1.050,0.000,0.698
1.050,0.000,0.700
1.050,0.000,0.703
1.050,0.000,0.709
1.050,0.000,0.712
1.050,0.000,0.714
1.050,0.000,0.717
1.000,0.000,0.656
1.000,0.000,0.658
1.000,0.000,0.661
1.000,0.000,0.664
1.000,0.000,0.666
1.000,0.000,0.669
1.000,0.000,0.672
1.000,0.000,0.674
1.000,0.000,0.677
1.000,0.000,0.680
1.000,0.000,0.606
1.000,0.000,0.609
1.000,0.000,0.611
1.000,0.000,0.614
1.000,0.000,0.616
1.000,0.000,0.617
1.000,0.000,0.619
1.000,0.000,0.622
1.000,0.000,0.625
0.950,0.000,0.555
0.950,0.000,0.557
0.950,0.000,0.559
0.950,0.000,0.562
0.950,0.000,0.567
0.950,0.000,0.570
0.950,0.000,0.573
0.950,0.000,0.575
0.950,0.000,0.578
0.950,0.000,0.581
0.950,0.000,0.583
0.950,0.000,0.586
0.950,0.000,0.588
0.950,0.000,0.591
0.950,0.000,0.594
0.950,0.000,0.596
0.950,0.000,0.599
0.950,0.000,0.602
0.950,0.000,0.604
0.950,0.000,0.607
0.950,0.000,0.609
0.950,0.000,0.612
0.950,0.000,0.611
0.950,0.000,0.614
0.950,0.000,0.617
0.950,0.000,0.620
0.950,0.000,0.623
0.950,0.000,0.626
0.950,0.000,0.629
0.950,0.000,0.635
1.000,0.050,0.606
0.950,0.000,0.536
0.950,0.000,0.539
0.950,0.000,0.542
0.950,0.000,0.545
0.950,0.000,0.548
0.950,0.000,0.551
0.950,0.000,0.554
0.950,0.000,0.557
0.950,0.000,0.559
0.950,0.000,0.562
0.950,0.000,0.565
0.950,0.000,0.568
0.950,0.000,0.571
0.950,0.000,0.574
0.950,0.000,0.577
0.950,0.000,0.580
0.950,0.000,0.583
0.950,0.000,0.586
0.950,0.000,0.576
0.950,0.000,0.579
0.950,0.000,0.582
0.950,0.000,0.585
0.950,0.000,0.588
0.950,0.000,0.589
0.950,0.000,0.591
0.950,0.000,0.594
0.950,0.000,0.597
0.950,0.000,0.600
0.950,0.000,0.533
0.950,0.000,0.540
0.950,0.000,0.543
0.950,0.000,0.546
0.900,0.000,0.469
0.900,0.000,0.471
0.900,0.000,0.474
0.900,0.000,0.477
0.900,0.000,0.481
0.900,0.000,0.484
0.950,0.000,0.461
0.950,0.000,0.464
0.950,0.000,0.467
0.950,0.000,0.470
0.950,0.000,0.473
0.950,0.000,0.476
0.950,0.000,0.479
0.950,0.000,0.482
0.950,0.000,0.485
0.950,0.000,0.488
0.950,0.000,0.491
0.950,0.000,0.494
0.950,0.000,0.496
0.950,0.000,0.499
0.950,0.000,0.502
0.950,0.000,0.505
0.950,0.000,0.512
0.950,0.000,0.515
0.950,0.000,0.518
0.950,0.000,0.521
0.950,0.000,0.524
0.950,0.000,0.527
0.950,0.000,0.530
0.950,0.000,0.533
0.950,0.000,0.536
0.950,0.000,0.539
0.950,0.000,0.542
0.950,0.000,0.544
0.950,0.000,0.547
0.950,0.000,0.550
0.950,0.000,0.553
0.950,0.000,0.556
0.950,0.000,0.559
0.950,0.000,0.562
0.950,0.000,0.565
0.950,0.000,0.568
0.950,0.000,0.571
0.950,0.000,0.574
0.950,0.000,0.569
0.950,0.000,0.572
0.950,0.000,0.575
0.950,0.000,0.578
0.950,0.000,0.584
0.950,0.000,0.587
0.950,0.000,0.590
0.950,0.000,0.593
0.950,0.000,0.596
0.950,0.000,0.599
0.950,0.000,0.602
0.950,0.000,0.605
0.950,0.000,0.608
0.950,0.000,0.611
0.950,0.000,0.614
0.950,0.000,0.617
0.950,0.000,0.620
0.950,0.000,0.623
0.950,0.000,0.626
0.950,0.000,0.609
0.950,0.000,0.612
0.950,0.000,0.615
0.950,0.000,0.618
0.950,0.000,0.621
0.950,0.000,0.624
0.950,0.000,0.627
0.950,0.000,0.630
0.950,0.000,0.633
0.950,0.000,0.636
0.950,0.000,0.504
0.950,0.000,0.506
0.950,0.000,0.513
0.950,0.000,0.515
0.950,0.000,0.518
0.950,0.000,0.519
0.950,0.000,0.522
0.950,0.000,0.525
0.950,0.000,0.528
0.950,0.000,0.531
0.950,0.000,0.534
0.950,0.000,0.537
0.950,0.000,0.540
0.950,0.000,0.543
0.950,0.000,0.546
0.950,0.000,0.549
0.950,0.000,0.552
0.950,0.000,0.555
0.950,0.000,0.558
0.950,0.000,0.558
0.950,0.000,0.561
0.950,0.000,0.564
0.950,0.000,0.567
0.950,0.000,0.570
0.950,0.000,0.573
0.950,0.000,0.575
0.950,0.000,0.578
0.950,0.000,0.581
0.950,0.000,0.587
0.950,0.000,0.553
0.950,0.000,0.556
0.950,0.000,0.558
0.950,0.000,0.561
0.950,0.000,0.563
0.950,0.000,0.566
0.950,0.000,0.569
0.950,0.000,0.571
0.950,0.000,0.574
0.950,0.000,0.534
0.950,0.000,0.536
0.950,0.000,0.539
0.950,0.000,0.541
0.950,0.000,0.543
0.950,0.000,0.545
0.950,0.000,0.547
0.950,0.000,0.550
0.950,0.000,0.552
0.950,0.000,0.555
0.950,0.000,0.557
0.950,0.000,0.560
0.950,0.000,0.563
0.950,0.000,0.565
0.950,0.000,0.568
0.950,0.000,0.574
0.950,0.000,0.577
0.950,0.000,0.580
0.950,0.000,0.583
0.950,0.000,0.585
0.950,0.000,0.588
0.950,0.000,0.591
0.950,0.000,0.594
0.950,0.000,0.596
0.950,0.000,0.599
0.950,0.000,0.602
0.950,0.000,0.605
0.950,0.000,0.608
0.950,0.000,0.611
0.950,0.000,0.496
0.950,0.000,0.499
0.950,0.000,0.502
0.950,0.000,0.504
0.950,0.000,0.507
0.950,0.000,0.506
0.950,0.000,0.509
0.950,0.000,0.512
0.950,0.000,0.515
0.950,0.000,0.518
0.950,0.000,0.507
0.950,0.000,0.510
0.950,0.000,0.516
0.950,0.000,0.519
0.950,0.000,0.522
0.950,0.000,0.524
0.950,0.000,0.527
0.950,0.000,0.530
0.950,0.000,0.533
0.900,0.000,0.454
0.900,0.000,0.457
0.900,0.000,0.459
0.900,0.000,0.462
0.900,0.000,0.465
0.900,0.000,0.468
0.900,0.000,0.471
0.900,0.000,0.473
0.900,0.000,0.476
0.900,0.000,0.479
0.900,0.000,0.482
0.900,0.000,0.484
0.900,0.000,0.487
0.900,0.000,0.490
0.900,0.000,0.493
0.900,0.000,0.496
0.900,0.000,0.498
0.900,0.000,0.501
0.900,0.000,0.504
0.900,0.000,0.507
0.900,0.000,0.513
0.900,0.000,0.515
0.900,0.000,0.518
0.900,0.000,0.521
0.900,0.000,0.524
0.900,0.000,0.527
0.900,0.000,0.529
0.900,0.000,0.532
0.900,0.000,0.535
0.900,0.000,0.538
0.900,0.000,0.541
0.900,0.000,0.543
0.900,0.000,0.546
0.900,0.000,0.549
0.900,0.000,0.552
0.900,0.000,0.554
0.900,0.000,0.557
0.900,0.000,0.559
0.900,0.000,0.562
0.900,0.000,0.540
0.900,0.000,0.543
0.900,0.000,0.546
0.900,0.000,0.548
0.900,0.000,0.551
0.900,0.000,0.552
0.900,0.000,0.558
0.900,0.000,0.561
0.900,0.000,0.563
0.900,0.000,0.566
0.900,0.000,0.569
0.900,0.000,0.571
0.900,0.000,0.574
0.900,0.000,0.577
0.900,0.000,0.580
0.900,0.000,0.583
0.900,0.000,0.586
0.900,0.000,0.588
0.900,0.000,0.591
0.900,0.000,0.594
0.900,0.000,0.596
0.900,0.000,0.599
0.900,0.000,0.602
0.900,0.000,0.605
0.900,0.000,0.608
0.900,0.000,0.610
0.900,0.000,0.613
0.900,0.000,0.616
0.900,0.000,0.619
0.900,0.000,0.574
0.900,0.000,0.577
0.900,0.000,0.580
0.900,0.000,0.586
0.900,0.000,0.589
0.900,0.000,0.591
0.900,0.000,0.594
0.900,0.000,0.597
0.900,0.000,0.599
0.900,0.000,0.602
0.900,0.000,0.582
0.900,0.000,0.585
0.900,0.000,0.587
0.900,0.000,0.590
0.900,0.000,0.593
0.900,0.000,0.596
0.900,0.000,0.599
0.900,0.000,0.601
0.900,0.000,0.604
