Episode,Step,mac_fill,MAC_Count,flood_pressure,avg_age,Situation,State_Index,Original_Action,Executed_Action,Action_Name,Q_EVICT,Q_INC_AGE,Q_DEC_AGE,Q_REBALANCE,Chosen_By,Outcome,Reward,Total_Ep_Reward,Epsilon,Port_Acted,Evicted_MAC,Old_MAC_Fill,New_MAC_Fill,Old_Flood,New_Flood,Old_Age,New_Age
1,1,0.8571,24,0.0,0.0838,PREVENTIVE,441,1,1,INCREASE_AGING,0.0,0.0403,0.0,0.0,RANDOM,neutral,0.4025,0.4025,1.0,N/A,N/A,0.8571,0.8571,1.0,0.0,0.1643,0.0838
1,2,0.8571,24,0.0,0.0855,PREVENTIVE,384,1,1,INCREASE_AGING,0.0,-0.0009,0.0,0.0,RANDOM,neutral,-0.0085,0.394,1.0,N/A,N/A,0.8571,0.8571,0.0,0.0,0.0838,0.0855
1,3,0.8571,24,0.0,0.0872,PREVENTIVE,384,3,3,REBALANCE,0.0,-0.0009,0.0,-0.0008,RANDOM,neutral,-0.0085,0.3855,1.0,N/A,N/A,0.8571,0.8571,0.0,0.0,0.0855,0.0872
1,4,0.8571,24,0.0,0.0888,PREVENTIVE,384,1,1,INCREASE_AGING,0.0,-0.0016,0.0,-0.0008,RANDOM,neutral,-0.008,0.3775,1.0,N/A,N/A,0.8571,0.8571,0.0,0.0,0.0872,0.0888
1,5,0.8571,24,0.0,0.0905,PREVENTIVE,384,1,1,INCREASE_AGING,0.0,-0.0023,0.0,-0.0008,RANDOM,neutral,-0.0085,0.369,1.0,N/A,N/A,0.8571,0.8571,0.0,0.0,0.0888,0.0905
1,6,0.8571,24,0.0,0.0922,PREVENTIVE,384,3,3,REBALANCE,0.0,-0.0023,0.0,-0.0016,RANDOM,neutral,-0.0085,0.3605,1.0,N/A,N/A,0.8571,0.8571,0.0,0.0,0.0905,0.0922
1,7,0.8571,24,0.0,0.0938,PREVENTIVE,384,3,3,REBALANCE,0.0,-0.0023,0.0,-0.0023,RANDOM,neutral,-0.008,0.3525,1.0,N/A,N/A,0.8571,0.8571,0.0,0.0,0.0922,0.0938
1,8,0.4286,12,0.0,0.625,NORMAL,384,2,2,DECREASE_AGING,0.0,-0.0023,0.1629,-0.0023,RANDOM,neutral,1.629,1.9815,1.0,N/A,N/A,0.8571,0.4286,0.0,0.0,0.0938,0.625
1,9,0.4286,12,0.0,0.0642,NORMAL,197,1,1,INCREASE_AGING,0.0,0.2804,0.0,0.0,RANDOM,neutral,2.804,4.7855,1.0,N/A,N/A,0.4286,0.4286,0.0,0.0,0.625,0.0642
1,10,0.4286,12,0.0,0.0658,NORMAL,192,3,3,REBALANCE,0.0,0.0,0.0,-0.0008,RANDOM,neutral,-0.008,4.7775,1.0,N/A,N/A,0.4286,0.4286,0.0,0.0,0.0642,0.0658
1,11,0.4286,12,0.0,0.0675,NORMAL,192,0,0,EVICT,-0.0009,0.0,0.0,-0.0008,RANDOM,neutral,-0.0085,4.769,1.0,N/A,N/A,0.4286,0.4286,0.0,0.0,0.0658,0.0675
1,12,0.4286,12,0.0,0.6917,NORMAL,192,2,2,DECREASE_AGING,-0.0009,0.0,-0.2843,-0.0008,RANDOM,neutral,-3.121,1.648,1.0,N/A,N/A,0.4286,0.4286,0.0,0.0,0.0675,0.6917
1,13,0.4286,12,0.0,0.7083,NORMAL,197,0,0,EVICT,0.0195,0.2804,0.0,0.0,RANDOM,neutral,-0.083,1.565,1.0,N/A,N/A,0.4286,0.4286,0.0,0.0,0.6917,0.7083
1,14,0.4286,12,0.0,0.0725,NORMAL,197,1,1,INCREASE_AGING,0.0195,0.5703,0.0,0.0,RANDOM,neutral,3.179,4.744,1.0,N/A,N/A,0.4286,0.4286,0.0,0.0,0.7083,0.0725
1,15,0.4286,12,0.0,0.0742,NORMAL,192,3,3,REBALANCE,-0.0009,0.0,-0.2843,-0.0016,RANDOM,neutral,-0.0085,4.7355,1.0,N/A,N/A,0.4286,0.4286,0.0,0.0,0.0725,0.0742
1,16,0.4286,12,0.0,0.0758,NORMAL,192,3,3,REBALANCE,-0.0009,0.0,-0.2843,-0.0022,RANDOM,neutral,-0.008,4.7275,1.0,N/A,N/A,0.4286,0.4286,0.0,0.0,0.0742,0.0758
1,17,0.4286,12,0.0,0.0775,NORMAL,192,0,0,EVICT,-0.0016,0.0,-0.2843,-0.0022,RANDOM,neutral,-0.0085,4.719,1.0,N/A,N/A,0.4286,0.4286,0.0,0.0,0.0758,0.0775
1,18,0.4286,12,0.0,0.7917,NORMAL,192,2,2,DECREASE_AGING,-0.0016,0.0,-0.613,-0.0022,RANDOM,neutral,-3.571,1.148,1.0,N/A,N/A,0.4286,0.4286,0.0,0.0,0.0775,0.7917
1,19,0.4286,12,0.0,0.8083,NORMAL,198,0,0,EVICT,-0.0083,0.0,0.0,0.0,RANDOM,neutral,-0.083,1.065,1.0,N/A,N/A,0.4286,0.4286,0.0,0.0,0.7917,0.8083
1,20,0.4286,12,0.0,0.825,NORMAL,198,2,2,DECREASE_AGING,-0.0083,0.0,-0.0083,0.0,RANDOM,neutral,-0.0835,0.9815,1.0,N/A,N/A,0.4286,0.4286,0.0,0.0,0.8083,0.825
1,21,0.3214,9,0.0,0.7889,NORMAL,198,2,2,DECREASE_AGING,-0.0083,0.0,0.1177,0.0,RANDOM,neutral,1.2525,2.234,1.0,N/A,N/A,0.4286,0.3214,0.0,0.0,0.825,0.7889
1,22,0.3214,9,0.0,0.8056,NORMAL,134,3,3,REBALANCE,0.0,0.0,0.0,-0.0083,RANDOM,neutral,-0.0835,2.1505,1.0,N/A,N/A,0.3214,0.3214,0.0,0.0,0.7889,0.8056
1,23,0.3214,9,0.0,0.8222,NORMAL,134,2,2,DECREASE_AGING,0.0,0.0,-0.0083,-0.0083,RANDOM,neutral,-0.083,2.0675,1.0,N/A,N/A,0.3214,0.3214,0.0,0.0,0.8056,0.8222
1,24,0.2857,8,0.0,0.8187,NORMAL,134,3,3,REBALANCE,0.0,0.0,-0.0083,0.0299,RANDOM,neutral,0.3745,2.442,1.0,N/A,N/A,0.3214,0.2857,0.0,0.0,0.8222,0.8187
1,25,0.2143,6,0.0,0.6667,NORMAL,134,0,0,EVICT,0.1474,0.0,-0.0083,0.0299,RANDOM,neutral,1.474,3.916,1.0,N/A,N/A,0.2857,0.2143,0.0,0.0,0.8187,0.6667
1,26,0.2143,6,0.0,0.6833,NORMAL,69,3,3,REBALANCE,0.0,0.0,0.0,-0.0083,RANDOM,neutral,-0.083,3.833,1.0,N/A,N/A,0.2143,0.2143,0.0,0.0,0.6667,0.6833
1,27,0.2143,6,0.0,0.7,NORMAL,69,3,3,REBALANCE,0.0,0.0,0.0,-0.0158,RANDOM,neutral,-0.0835,3.7495,1.0,N/A,N/A,0.2143,0.2143,0.0,0.0,0.6833,0.7
1,28,0.2143,6,0.0,0.7167,NORMAL,69,0,0,EVICT,-0.0084,0.0,0.0,-0.0158,RANDOM,neutral,-0.0835,3.666,1.0,N/A,N/A,0.2143,0.2143,0.0,0.0,0.7,0.7167
1,29,0.1786,5,0.0,0.68,NORMAL,69,3,3,REBALANCE,-0.0084,0.0,0.0,0.0398,RANDOM,neutral,0.5405,4.2065,1.0,N/A,N/A,0.2143,0.1786,0.0,0.0,0.7167,0.68
1,30,0.1786,5,0.0,0.0697,NORMAL,69,3,1,INCREASE_AGING,-0.0084,0.3052,0.0,0.0398,RANDOM,neutral,3.0515,7.258,1.0,N/A,N/A,0.1786,0.1786,0.0,0.0,0.68,0.0697
2,1,0.1786,5,0.0,0.0713,NORMAL,64,1,1,INCREASE_AGING,0.0,-0.0008,0.0,0.0,RANDOM,neutral,-0.008,-0.008,0.985,N/A,N/A,0.1786,0.1786,0.0,0.0,0.0697,0.0713
2,2,0.1786,5,0.0,0.073,NORMAL,64,1,1,INCREASE_AGING,0.0,-0.0016,0.0,0.0,RANDOM,neutral,-0.0085,-0.0165,0.985,N/A,N/A,0.1786,0.1786,0.0,0.0,0.0713,0.073
2,3,0.1429,4,0.0,0.6708,NORMAL,64,2,2,DECREASE_AGING,0.0,-0.0016,-0.233,0.0,RANDOM,neutral,-2.632,-2.6485,0.985,N/A,N/A,0.1786,0.1429,0.0,0.0,0.073,0.6708
2,4,0.1429,4,0.0,0.0688,NORMAL,69,1,1,INCREASE_AGING,-0.0084,0.5756,0.0,0.0398,GREEDY,neutral,3.01,0.3615,0.985,N/A,N/A,0.1429,0.1429,0.0,0.0,0.6708,0.0688
2,5,0.1429,4,0.0,0.0704,NORMAL,64,1,1,INCREASE_AGING,0.0,-0.0022,-0.233,0.0,RANDOM,neutral,-0.008,0.3535,0.985,N/A,N/A,0.1429,0.1429,0.0,0.0,0.0688,0.0704
2,6,0.1429,4,0.0,0.0721,NORMAL,64,1,1,INCREASE_AGING,0.0,-0.0028,-0.233,0.0,RANDOM,neutral,-0.0085,0.345,0.985,N/A,N/A,0.1429,0.1429,0.0,0.0,0.0704,0.0721
2,7,0.0714,2,0.0,0.475,NORMAL,64,0,2,DECREASE_AGING,0.0,-0.0028,-0.3396,0.0,RANDOM,neutral,-1.2995,-0.9545,0.985,N/A,N/A,0.1429,0.0714,0.0,0.0,0.0721,0.475
2,8,0.0714,2,0.0,0.4917,NORMAL,3,2,2,DECREASE_AGING,0.0,0.0,-0.0084,0.0,RANDOM,neutral,-0.0835,-1.038,0.985,N/A,N/A,0.0714,0.0714,0.0,0.0,0.475,0.4917
2,9,0.0714,2,0.0,0.0508,NORMAL,3,1,1,INCREASE_AGING,0.0,0.2204,-0.0084,0.0,RANDOM,neutral,2.2045,1.1665,0.985,N/A,N/A,0.0714,0.0714,0.0,0.0,0.4917,0.0508
2,10,0.0714,2,0.0,0.0525,NORMAL,0,1,1,INCREASE_AGING,0.0,-0.0008,0.0,0.0,RANDOM,neutral,-0.0085,1.158,0.985,N/A,N/A,0.0714,0.0714,0.0,0.0,0.0508,0.0525
2,11,0.0714,2,0.0,0.0542,NORMAL,0,3,1,INCREASE_AGING,0.0,-0.0016,0.0,0.0,RANDOM,neutral,-0.0085,1.1495,0.985,N/A,N/A,0.0714,0.0714,0.0,0.0,0.0525,0.0542
2,12,0.0714,2,0.0,0.5583,NORMAL,0,0,2,DECREASE_AGING,0.0,-0.0016,-0.2521,0.0,RANDOM,neutral,-2.5205,-1.371,0.985,N/A,N/A,0.0714,0.0714,0.0,0.0,0.0542,0.5583
2,13,0.0714,2,0.0,0.575,NORMAL,4,2,2,DECREASE_AGING,0.0,0.0,-0.0083,0.0,RANDOM,neutral,-0.0835,-1.4545,0.985,N/A,N/A,0.0714,0.0714,0.0,0.0,0.5583,0.575
2,14,0.0714,2,0.0,0.5917,NORMAL,4,2,2,DECREASE_AGING,0.0,0.0,-0.0159,0.0,RANDOM,neutral,-0.0835,-1.538,0.985,N/A,N/A,0.0714,0.0714,0.0,0.0,0.575,0.5917
2,15,0.0714,2,0.0,0.0608,NORMAL,4,1,1,INCREASE_AGING,0.0,0.2654,-0.0159,0.0,RANDOM,neutral,2.6545,1.1165,0.985,N/A,N/A,0.0714,0.0714,0.0,0.0,0.5917,0.0608
2,16,0.0714,2,0.0,0.0625,NORMAL,0,3,1,INCREASE_AGING,0.0,-0.0023,-0.2521,0.0,RANDOM,neutral,-0.0085,1.108,0.985,N/A,N/A,0.0714,0.0714,0.0,0.0,0.0608,0.0625
2,17,0.0714,2,0.0,0.0642,NORMAL,0,1,1,INCREASE_AGING,0.0,-0.0029,-0.2521,0.0,RANDOM,neutral,-0.0085,1.0995,0.985,N/A,N/A,0.0714,0.0714,0.0,0.0,0.0625,0.0642
2,18,0.0714,2,0.0,0.6583,NORMAL,0,0,2,DECREASE_AGING,0.0,-0.0029,-0.5239,0.0,RANDOM,neutral,-2.9705,-1.871,0.985,N/A,N/A,0.0714,0.0714,0.0,0.0,0.0642,0.6583
2,19,0.0714,2,0.0,0.0675,NORMAL,5,3,1,INCREASE_AGING,0.0,0.2954,0.0,0.0,RANDOM,neutral,2.954,1.083,0.985,N/A,N/A,0.0714,0.0714,0.0,0.0,0.6583,0.0675
2,20,0.0714,2,0.0,0.6917,NORMAL,0,2,2,DECREASE_AGING,0.0,-0.0029,-0.7544,0.0,RANDOM,neutral,-3.121,-2.038,0.985,N/A,N/A,0.0714,0.0714,0.0,0.0,0.0675,0.6917
2,21,0.0714,2,0.0,0.7083,NORMAL,5,2,2,DECREASE_AGING,0.0,0.2954,0.0209,0.0,RANDOM,neutral,-0.083,-2.121,0.985,N/A,N/A,0.0714,0.0714,0.0,0.0,0.6917,0.7083
2,22,0.0714,2,0.0,0.725,NORMAL,5,0,2,DECREASE_AGING,0.0,0.2954,0.0397,0.0,RANDOM,neutral,-0.0835,-2.2045,0.985,N/A,N/A,0.0714,0.0714,0.0,0.0,0.7083,0.725
2,23,0.0357,1,0.0,0.4833,NORMAL,5,2,2,DECREASE_AGING,0.0,0.2954,0.2141,0.0,RANDOM,neutral,1.5655,-0.639,0.985,N/A,N/A,0.0714,0.0357,0.0,0.0,0.725,0.4833
2,24,0.0357,1,0.0,0.5167,NORMAL,3,0,2,DECREASE_AGING,0.0,0.2204,0.0104,0.0,RANDOM,neutral,-0.0835,-0.7225,0.985,N/A,N/A,0.0357,0.0357,0.0,0.0,0.4833,0.5167
2,25,0.0357,1,0.0,0.0533,NORMAL,4,1,1,INCREASE_AGING,0.0,0.4706,-0.0159,0.0,RANDOM,neutral,2.317,1.5945,0.985,N/A,N/A,0.0357,0.0357,0.0,0.0,0.5167,0.0533
2,26,0.0357,1,0.0,0.055,NORMAL,0,3,1,INCREASE_AGING,0.0,-0.0035,-0.7544,0.0,RANDOM,neutral,-0.0085,1.586,0.985,N/A,N/A,0.0357,0.0357,0.0,0.0,0.0533,0.055
2,27,0.0357,1,0.0,0.0567,NORMAL,0,3,1,INCREASE_AGING,0.0,-0.004,-0.7544,0.0,RANDOM,neutral,-0.0085,1.5775,0.985,N/A,N/A,0.0357,0.0357,0.0,0.0,0.055,0.0567
2,28,0.0357,1,0.0,0.5833,NORMAL,0,0,2,DECREASE_AGING,0.0,-0.004,-0.8956,0.0,RANDOM,neutral,-2.633,-1.0555,0.985,N/A,N/A,0.0357,0.0357,0.0,0.0,0.0567,0.5833
2,29,0.0357,1,0.0,0.06,NORMAL,4,3,1,INCREASE_AGING,0.0,0.6852,-0.0159,0.0,RANDOM,neutral,2.6165,1.561,0.985,N/A,N/A,0.0357,0.0357,0.0,0.0,0.5833,0.06
2,30,0.0357,1,0.0,0.0617,NORMAL,0,3,1,INCREASE_AGING,0.0,-0.0044,-0.8956,0.0,RANDOM,neutral,-0.0085,1.5525,0.985,N/A,N/A,0.0357,0.0357,0.0,0.0,0.06,0.0617
3,1,0.0357,1,0.0,0.6333,NORMAL,0,2,2,DECREASE_AGING,0.0,-0.0044,-1.0626,0.0,RANDOM,neutral,-2.858,-2.858,0.9702,N/A,N/A,0.0357,0.0357,0.0,0.0,0.0617,0.6333
3,2,0.0357,1,0.0,0.065,NORMAL,5,1,1,INCREASE_AGING,0.0,0.55,0.2141,0.0,RANDOM,neutral,2.8415,-0.0165,0.9702,N/A,N/A,0.0357,0.0357,0.0,0.0,0.6333,0.065
3,3,0.0357,1,0.0,0.0667,NORMAL,0,1,1,INCREASE_AGING,0.0,-0.0048,-1.0626,0.0,RANDOM,neutral,-0.0085,-0.025,0.9702,N/A,N/A,0.0357,0.0357,0.0,0.0,0.065,0.0667
3,4,0.0357,1,0.0,0.0683,NORMAL,0,3,1,INCREASE_AGING,0.0,-0.0052,-1.0626,0.0,RANDOM,neutral,-0.008,-0.033,0.9702,N/A,N/A,0.0357,0.0357,0.0,0.0,0.0667,0.0683
3,5,0.0357,1,0.0,0.07,NORMAL,0,3,1,INCREASE_AGING,0.0,-0.0055,-1.0626,0.0,RANDOM,neutral,-0.0085,-0.0415,0.9702,N/A,N/A,0.0357,0.0357,0.0,0.0,0.0683,0.07
3,6,0.0357,1,0.0,0.0717,NORMAL,0,3,1,INCREASE_AGING,0.0,-0.0058,-1.0626,0.0,RANDOM,neutral,-0.0085,-0.05,0.9702,N/A,N/A,0.0357,0.0357,0.0,0.0,0.07,0.0717
3,7,0.0357,1,0.0,0.7333,NORMAL,0,0,2,DECREASE_AGING,0.0,-0.0058,-1.2327,0.0,RANDOM,neutral,-3.308,-3.358,0.9702,N/A,N/A,0.0357,0.0357,0.0,0.0,0.0717,0.7333
3,8,0.0357,1,0.0,0.75,NORMAL,5,0,2,DECREASE_AGING,0.0,0.55,0.1844,0.0,RANDOM,neutral,-0.0835,-3.4415,0.9702,N/A,N/A,0.0357,0.0357,0.0,0.0,0.7333,0.75
3,9,0.0357,1,0.0,0.0767,NORMAL,6,3,1,INCREASE_AGING,0.0,0.3367,0.0,0.0,RANDOM,neutral,3.3665,-0.075,0.9702,N/A,N/A,0.0357,0.0357,0.0,0.0,0.75,0.0767
3,10,0.0357,1,0.0,0.0783,NORMAL,0,3,1,INCREASE_AGING,0.0,-0.006,-1.2327,0.0,RANDOM,neutral,-0.008,-0.083,0.9702,N/A,N/A,0.0357,0.0357,0.0,0.0,0.0767,0.0783
3,11,0.0357,1,0.0,0.8,NORMAL,0,2,2,DECREASE_AGING,0.0,-0.006,-1.437,0.0,RANDOM,neutral,-3.6085,-3.6915,0.9702,N/A,N/A,0.0357,0.0357,0.0,0.0,0.0783,0.8
3,12,0.0357,1,0.0,0.8167,NORMAL,6,0,2,DECREASE_AGING,0.0,0.3367,0.025,0.0,RANDOM,neutral,-0.0835,-3.775,0.9702,N/A,N/A,0.0357,0.0357,0.0,0.0,0.8,0.8167
3,13,0.0357,1,0.0,0.1667,NORMAL,6,3,1,INCREASE_AGING,0.0,0.628,0.025,0.0,RANDOM,neutral,3.25,-0.525,0.9702,N/A,N/A,0.0357,0.0357,0.0,0.0,0.8167,0.1667
3,14,0.1071,3,0.667,0.2833,NORMAL,1,0,2,DECREASE_AGING,0.0,0.0,-3.4647,0.0,RANDOM,degraded,-34.647,-35.172,0.9702,N/A,N/A,0.0357,0.1071,0.0,0.667,0.1667,0.2833
3,15,0.1071,3,0.0,0.3,NORMAL,42,0,2,DECREASE_AGING,0.0,0.0,-0.0083,0.0,RANDOM,neutral,-0.0835,-35.2555,0.9702,N/A,N/A,0.1071,0.1071,0.667,0.0,0.2833,0.3
3,16,0.1071,3,0.0,0.3167,NORMAL,2,2,2,DECREASE_AGING,0.0,0.0,-0.0083,0.0,RANDOM,neutral,-0.0835,-35.339,0.9702,N/A,N/A,0.1071,0.1071,0.0,0.0,0.3,0.3167
3,17,0.1071,3,0.0,0.0333,NORMAL,2,1,1,INCREASE_AGING,0.0,0.1417,-0.0083,0.0,RANDOM,neutral,1.417,-33.922,0.9702,N/A,N/A,0.1071,0.1071,0.0,0.0,0.3167,0.0333
3,18,0.1071,3,0.0,0.35,NORMAL,0,0,2,DECREASE_AGING,0.0,-0.006,-1.4376,0.0,RANDOM,neutral,-1.5835,-35.5055,0.9702,N/A,N/A,0.1071,0.1071,0.0,0.0,0.0333,0.35
3,19,0.1071,3,0.0,0.3667,NORMAL,2,0,2,DECREASE_AGING,0.0,0.1417,-0.0018,0.0,RANDOM,neutral,-0.0835,-35.589,0.9702,N/A,N/A,0.1071,0.1071,0.0,0.0,0.35,0.3667
3,20,0.1071,3,0.0,0.3833,NORMAL,2,2,2,DECREASE_AGING,0.0,0.1417,0.0119,0.0,RANDOM,neutral,-0.083,-35.672,0.9702,N/A,N/A,0.1071,0.1071,0.0,0.0,0.3667,0.3833
3,21,0.1071,3,0.0,0.04,NORMAL,3,3,1,INCREASE_AGING,0.0,0.3701,0.0104,0.0,RANDOM,neutral,1.7165,-33.9555,0.9702,N/A,N/A,0.1071,0.1071,0.0,0.0,0.3833,0.04
3,22,0.1071,3,0.0,0.0417,NORMAL,0,1,1,INCREASE_AGING,0.0,-0.0063,-1.4376,0.0,RANDOM,neutral,-0.0085,-33.964,0.9702,N/A,N/A,0.1071,0.1071,0.0,0.0,0.04,0.0417
3,23,0.0714,2,0.0,0.1667,NORMAL,0,0,2,DECREASE_AGING,0.0,-0.0063,-1.3206,0.0,RANDOM,neutral,-0.268,-34.232,0.9702,N/A,N/A,0.1071,0.0714,0.0,0.0,0.0417,0.1667
3,24,0.0714,2,0.0,0.0183,NORMAL,1,3,1,INCREASE_AGING,0.0,0.0742,-3.4647,0.0,RANDOM,neutral,0.742,-33.49,0.9702,N/A,N/A,0.0714,0.0714,0.0,0.0,0.1667,0.0183
3,25,0.0714,2,0.0,0.2,NORMAL,0,0,2,DECREASE_AGING,0.0,-0.0063,-1.2721,0.0,RANDOM,neutral,-0.9085,-34.3985,0.9702,N/A,N/A,0.0714,0.0714,0.0,0.0,0.0183,0.2
3,26,0.0714,2,0.0,0.0217,NORMAL,1,3,1,INCREASE_AGING,0.0,0.1559,-3.4647,0.0,RANDOM,neutral,0.8915,-33.507,0.9702,N/A,N/A,0.0714,0.0714,0.0,0.0,0.2,0.0217
3,27,0.0714,2,0.0,0.0233,NORMAL,0,1,1,INCREASE_AGING,0.0,-0.0064,-1.2721,0.0,RANDOM,neutral,-0.008,-33.515,0.9702,N/A,N/A,0.0714,0.0714,0.0,0.0,0.0217,0.0233
3,28,0.0714,2,0.0,0.25,NORMAL,0,2,2,DECREASE_AGING,0.0,-0.0064,-1.2442,0.0,RANDOM,neutral,-1.1335,-34.6485,0.9702,N/A,N/A,0.0714,0.0714,0.0,0.0,0.0233,0.25
3,29,0.0714,2,0.0,0.2667,NORMAL,2,2,2,DECREASE_AGING,0.0,0.1417,0.0164,0.0,RANDOM,neutral,-0.0835,-34.732,0.9702,N/A,N/A,0.0714,0.0714,0.0,0.0,0.25,0.2667
3,30,0.0714,2,0.0,0.2833,NORMAL,2,2,2,DECREASE_AGING,0.0,0.1417,0.0205,0.0,RANDOM,neutral,-0.083,-34.815,0.9702,N/A,N/A,0.0714,0.0714,0.0,0.0,0.2667,0.2833
4,1,0.0714,2,0.0,0.03,NORMAL,2,3,1,INCREASE_AGING,0.0,0.2542,0.0205,0.0,RANDOM,neutral,1.2665,1.2665,0.9557,N/A,N/A,0.0714,0.0714,0.0,0.0,0.2833,0.03
4,2,0.0714,2,0.0,0.3167,NORMAL,0,0,2,DECREASE_AGING,0.0,-0.0064,-1.238,0.0,RANDOM,neutral,-1.4335,-0.167,0.9557,N/A,N/A,0.0714,0.0714,0.0,0.0,0.03,0.3167
4,3,0.0714,2,0.0,0.3333,NORMAL,2,2,2,DECREASE_AGING,0.0,0.2542,0.0353,0.0,RANDOM,neutral,-0.083,-0.25,0.9557,N/A,N/A,0.0714,0.0714,0.0,0.0,0.3167,0.3333
4,4,0.0714,2,0.0,0.035,NORMAL,2,3,1,INCREASE_AGING,0.0,0.3779,0.0353,0.0,RANDOM,neutral,1.4915,1.2415,0.9557,N/A,N/A,0.0714,0.0714,0.0,0.0,0.3333,0.035
4,5,0.0714,2,0.0,0.3667,NORMAL,0,0,2,DECREASE_AGING,0.0,-0.0064,-1.2426,0.0,RANDOM,neutral,-1.6585,-0.417,0.9557,N/A,N/A,0.0714,0.0714,0.0,0.0,0.035,0.3667
4,6,0.0714,2,0.0,0.3833,NORMAL,2,2,2,DECREASE_AGING,0.0,0.3779,0.0601,0.0,RANDOM,neutral,-0.083,-0.5,0.9557,N/A,N/A,0.0714,0.0714,0.0,0.0,0.3667,0.3833
4,7,0.0714,2,0.0,0.4,NORMAL,3,0,2,DECREASE_AGING,0.0,0.3701,0.0377,0.0,RANDOM,neutral,-0.0835,-0.5835,0.9557,N/A,N/A,0.0714,0.0714,0.0,0.0,0.3833,0.4
4,8,0.0714,2,0.0,0.4167,NORMAL,3,2,2,DECREASE_AGING,0.0,0.3701,0.0622,0.0,RANDOM,neutral,-0.0835,-0.667,0.9557,N/A,N/A,0.0714,0.0714,0.0,0.0,0.4,0.4167
4,9,0.0714,2,0.0,0.0433,NORMAL,3,1,1,INCREASE_AGING,0.0,0.5197,0.0622,0.0,RANDOM,neutral,1.867,1.2,0.9557,N/A,N/A,0.0714,0.0714,0.0,0.0,0.4167,0.0433
4,10,0.0714,2,0.0,0.45,NORMAL,0,2,2,DECREASE_AGING,0.0,-0.0064,-1.2702,0.0,RANDOM,neutral,-2.0335,-0.8335,0.9557,N/A,N/A,0.0714,0.0714,0.0,0.0,0.0433,0.45
4,11,0.0714,2,0.0,0.4667,NORMAL,3,0,2,DECREASE_AGING,0.0,0.5197,0.0991,0.0,RANDOM,neutral,-0.0835,-0.917,0.9557,N/A,N/A,0.0714,0.0714,0.0,0.0,0.45,0.4667
4,12,0.0714,2,0.0,0.0483,NORMAL,3,1,1,INCREASE_AGING,0.0,0.677,0.0991,0.0,RANDOM,neutral,2.092,1.175,0.9557,N/A,N/A,0.0714,0.0714,0.0,0.0,0.4667,0.0483
4,13,0.1071,3,0.333,0.3333,NORMAL,0,0,2,DECREASE_AGING,0.0,-0.0064,-2.9864,0.0,RANDOM,degraded,-18.432,-17.257,0.9557,N/A,N/A,0.0714,0.1071,0.0,0.333,0.0483,0.3333
4,14,0.1071,3,0.0,0.035,NORMAL,18,1,1,INCREASE_AGING,0.0,0.1492,0.0,0.0,RANDOM,neutral,1.4915,-15.7655,0.9557,N/A,N/A,0.1071,0.1071,0.333,0.0,0.3333,0.035
4,15,0.1071,3,0.0,0.0367,NORMAL,0,3,1,INCREASE_AGING,0.0,-0.0066,-2.9864,0.0,RANDOM,neutral,-0.0085,-15.774,0.9557,N/A,N/A,0.1071,0.1071,0.0,0.0,0.035,0.0367
4,16,0.1429,4,0.25,0.0288,NORMAL,0,1,1,INCREASE_AGING,0.0,-1.2878,-2.9864,0.0,RANDOM,degraded,-12.8185,-28.5925,0.9557,N/A,N/A,0.1071,0.1429,0.0,0.25,0.0367,0.0288
4,17,0.1429,4,0.0,0.3042,NORMAL,80,0,2,DECREASE_AGING,0.0,0.0,-0.1377,0.0,RANDOM,neutral,-1.377,-29.9695,0.9557,N/A,N/A,0.1429,0.1429,0.25,0.0,0.0288,0.3042
4,18,0.1429,4,0.0,0.0321,NORMAL,66,1,1,INCREASE_AGING,0.0,0.136,0.0,0.0,RANDOM,neutral,1.3605,-28.609,0.9557,N/A,N/A,0.1429,0.1429,0.0,0.0,0.3042,0.0321
4,19,0.1429,4,0.0,0.3375,NORMAL,64,2,2,DECREASE_AGING,0.0,-0.0028,-0.4449,0.0,RANDOM,neutral,-1.527,-30.136,0.9557,N/A,N/A,0.1429,0.1429,0.0,0.0,0.0321,0.3375
4,20,0.1429,4,0.0,0.0354,NORMAL,66,3,1,INCREASE_AGING,0.0,0.2735,0.0,0.0,RANDOM,neutral,1.5105,-28.6255,0.9557,N/A,N/A,0.1429,0.1429,0.0,0.0,0.3375,0.0354
4,21,0.1429,4,0.0,0.0371,NORMAL,64,3,1,INCREASE_AGING,0.0,-0.0034,-0.4449,0.0,RANDOM,neutral,-0.0085,-28.634,0.9557,N/A,N/A,0.1429,0.1429,0.0,0.0,0.0354,0.0371
4,22,0.1429,4,0.0,0.3875,NORMAL,64,2,2,DECREASE_AGING,0.0,-0.0034,-0.5756,0.0,RANDOM,neutral,-1.752,-30.386,0.9557,N/A,N/A,0.1429,0.1429,0.0,0.0,0.0371,0.3875
4,23,0.3214,9,0.556,0.018,NORMAL,67,1,1,INCREASE_AGING,0.0,-2.7738,0.0,0.0,RANDOM,degraded,-27.7375,-58.1235,0.9557,N/A,N/A,0.1429,0.3214,0.0,0.556,0.3875,0.018
4,24,0.3214,9,0.0,0.0196,NORMAL,160,1,1,INCREASE_AGING,0.0,-0.0008,0.0,0.0,RANDOM,neutral,-0.008,-58.1315,0.9557,N/A,N/A,0.3214,0.3214,0.556,0.0,0.018,0.0196
