State_Index,Mac_Bin,Flood_Bin,Age_Bin,Mac_Range,Flood_Range,Age_Range,Q_EVICT,Q_INC_AGE,Q_DEC_AGE,Q_REBALANCE,Best_Action
234,3,5,2,0.38-0.50,0.62-0.75,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
235,3,5,3,0.38-0.50,0.62-0.75,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
236,3,5,4,0.38-0.50,0.62-0.75,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
237,3,5,5,0.38-0.50,0.62-0.75,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
238,3,5,6,0.38-0.50,0.62-0.75,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
239,3,5,7,0.38-0.50,0.62-0.75,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
240,3,6,0,0.38-0.50,0.75-0.88,0.00-0.12,0.0,0.0,0.0,0.0,EVICT
241,3,6,1,0.38-0.50,0.75-0.88,0.12-0.25,0.0,0.0,0.0,0.0,EVICT
242,3,6,2,0.38-0.50,0.75-0.88,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
243,3,6,3,0.38-0.50,0.75-0.88,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
244,3,6,4,0.38-0.50,0.75-0.88,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
245,3,6,5,0.38-0.50,0.75-0.88,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
246,3,6,6,0.38-0.50,0.75-0.88,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
247,3,6,7,0.38-0.50,0.75-0.88,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
248,3,7,0,0.38-0.50,0.88-1.00,0.00-0.12,0.0,0.0,0.0,0.0,EVICT
249,3,7,1,0.38-0.50,0.88-1.00,0.12-0.25,0.0,0.0,0.0,0.0,EVICT
250,3,7,2,0.38-0.50,0.88-1.00,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
251,3,7,3,0.38-0.50,0.88-1.00,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
252,3,7,4,0.38-0.50,0.88-1.00,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
253,3,7,5,0.38-0.50,0.88-1.00,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
254,3,7,6,0.38-0.50,0.88-1.00,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
255,3,7,7,0.38-0.50,0.88-1.00,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
256,4,0,0,0.50-0.62,0.00-0.12,0.00-0.12,-0.0056,-0.0042,-0.7136,-0.5026,INC_AGE
257,4,0,1,0.50-0.62,0.00-0.12,0.12-0.25,0.0089,0.1395,0.0,0.0267,INC_AGE
258,4,0,2,0.50-0.62,0.00-0.12,0.25-0.38,0.0416,0.4525,0.0734,0.1118,INC_AGE
259,4,0,3,0.50-0.62,0.00-0.12,0.38-0.50,0.1274,0.5971,-0.0081,0.095,INC_AGE
260,4,0,4,0.50-0.62,0.00-0.12,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
261,4,0,5,0.50-0.62,0.00-0.12,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
262,4,0,6,0.50-0.62,0.00-0.12,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
263,4,0,7,0.50-0.62,0.00-0.12,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
264,4,1,0,0.50-0.62,0.12-0.25,0.00-0.12,-0.001,0.0,0.0,0.0,INC_AGE
265,4,1,1,0.50-0.62,0.12-0.25,0.12-0.25,0.0,0.0,0.0,0.0,EVICT
266,4,1,2,0.50-0.62,0.12-0.25,0.25-0.38,0.0519,0.0,0.0,0.0266,EVICT
267,4,1,3,0.50-0.62,0.12-0.25,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
268,4,1,4,0.50-0.62,0.12-0.25,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
269,4,1,5,0.50-0.62,0.12-0.25,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
270,4,1,6,0.50-0.62,0.12-0.25,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
271,4,1,7,0.50-0.62,0.12-0.25,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
272,4,2,0,0.50-0.62,0.25-0.38,0.00-0.12,0.0,0.0,0.0,0.0,EVICT
273,4,2,1,0.50-0.62,0.25-0.38,0.12-0.25,0.0,0.0,0.0,0.0,EVICT
274,4,2,2,0.50-0.62,0.25-0.38,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
275,4,2,3,0.50-0.62,0.25-0.38,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
276,4,2,4,0.50-0.62,0.25-0.38,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
277,4,2,5,0.50-0.62,0.25-0.38,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
278,4,2,6,0.50-0.62,0.25-0.38,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
279,4,2,7,0.50-0.62,0.25-0.38,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
280,4,3,0,0.50-0.62,0.38-0.50,0.00-0.12,-0.0067,0.0,0.0,0.0,INC_AGE
281,4,3,1,0.50-0.62,0.38-0.50,0.12-0.25,0.0,0.0,0.0,0.0,EVICT
282,4,3,2,0.50-0.62,0.38-0.50,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
283,4,3,3,0.50-0.62,0.38-0.50,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
284,4,3,4,0.50-0.62,0.38-0.50,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
285,4,3,5,0.50-0.62,0.38-0.50,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
286,4,3,6,0.50-0.62,0.38-0.50,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
287,4,3,7,0.50-0.62,0.38-0.50,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
288,4,4,0,0.50-0.62,0.50-0.62,0.00-0.12,0.0,0.0,0.0,0.0,EVICT
289,4,4,1,0.50-0.62,0.50-0.62,0.12-0.25,0.0,0.0,0.0,0.0,EVICT
290,4,4,2,0.50-0.62,0.50-0.62,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
291,4,4,3,0.50-0.62,0.50-0.62,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
292,4,4,4,0.50-0.62,0.50-0.62,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
293,4,4,5,0.50-0.62,0.50-0.62,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
294,4,4,6,0.50-0.62,0.50-0.62,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
295,4,4,7,0.50-0.62,0.50-0.62,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
296,4,5,0,0.50-0.62,0.62-0.75,0.00-0.12,0.0,0.0,0.0,0.0,EVICT
297,4,5,1,0.50-0.62,0.62-0.75,0.12-0.25,0.0,0.0,0.0,0.0,EVICT
298,4,5,2,0.50-0.62,0.62-0.75,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
299,4,5,3,0.50-0.62,0.62-0.75,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
300,4,5,4,0.50-0.62,0.62-0.75,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
301,4,5,5,0.50-0.62,0.62-0.75,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
302,4,5,6,0.50-0.62,0.62-0.75,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
303,4,5,7,0.50-0.62,0.62-0.75,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
304,4,6,0,0.50-0.62,0.75-0.88,0.00-0.12,0.0,0.0,0.0,0.0,EVICT
305,4,6,1,0.50-0.62,0.75-0.88,0.12-0.25,0.0,0.0,0.0,0.0,EVICT
306,4,6,2,0.50-0.62,0.75-0.88,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
307,4,6,3,0.50-0.62,0.75-0.88,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
308,4,6,4,0.50-0.62,0.75-0.88,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
309,4,6,5,0.50-0.62,0.75-0.88,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
310,4,6,6,0.50-0.62,0.75-0.88,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
311,4,6,7,0.50-0.62,0.75-0.88,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
312,4,7,0,0.50-0.62,0.88-1.00,0.00-0.12,0.0,0.0,0.0,0.0,EVICT
313,4,7,1,0.50-0.62,0.88-1.00,0.12-0.25,0.0,0.0,0.0,0.0,EVICT
314,4,7,2,0.50-0.62,0.88-1.00,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
315,4,7,3,0.50-0.62,0.88-1.00,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
316,4,7,4,0.50-0.62,0.88-1.00,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
317,4,7,5,0.50-0.62,0.88-1.00,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
318,4,7,6,0.50-0.62,0.88-1.00,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
319,4,7,7,0.50-0.62,0.88-1.00,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
320,5,0,0,0.62-0.75,0.00-0.12,0.00-0.12,0.0,0.0,-0.0888,0.0,EVICT
321,5,0,1,0.62-0.75,0.00-0.12,0.12-0.25,0.0,0.0,0.0,0.0,EVICT
322,5,0,2,0.62-0.75,0.00-0.12,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
323,5,0,3,0.62-0.75,0.00-0.12,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
324,5,0,4,0.62-0.75,0.00-0.12,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
325,5,0,5,0.62-0.75,0.00-0.12,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
326,5,0,6,0.62-0.75,0.00-0.12,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
327,5,0,7,0.62-0.75,0.00-0.12,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
328,5,1,0,0.62-0.75,0.12-0.25,0.00-0.12,-0.0006,0.0,0.0,0.0,INC_AGE
329,5,1,1,0.62-0.75,0.12-0.25,0.12-0.25,0.0,0.0,0.0,0.0,EVICT
330,5,1,2,0.62-0.75,0.12-0.25,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
331,5,1,3,0.62-0.75,0.12-0.25,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
332,5,1,4,0.62-0.75,0.12-0.25,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
333,5,1,5,0.62-0.75,0.12-0.25,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
334,5,1,6,0.62-0.75,0.12-0.25,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
335,5,1,7,0.62-0.75,0.12-0.25,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
336,5,2,0,0.62-0.75,0.25-0.38,0.00-0.12,0.0,0.0,0.0,0.0,EVICT
337,5,2,1,0.62-0.75,0.25-0.38,0.12-0.25,0.0,0.0,0.0,0.0,EVICT
338,5,2,2,0.62-0.75,0.25-0.38,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
339,5,2,3,0.62-0.75,0.25-0.38,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
340,5,2,4,0.62-0.75,0.25-0.38,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
341,5,2,5,0.62-0.75,0.25-0.38,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
342,5,2,6,0.62-0.75,0.25-0.38,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
343,5,2,7,0.62-0.75,0.25-0.38,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
344,5,3,0,0.62-0.75,0.38-0.50,0.00-0.12,0.0,0.0,0.0,0.0,EVICT
345,5,3,1,0.62-0.75,0.38-0.50,0.12-0.25,0.0,0.0,0.0,0.0,EVICT
346,5,3,2,0.62-0.75,0.38-0.50,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
347,5,3,3,0.62-0.75,0.38-0.50,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
348,5,3,4,0.62-0.75,0.38-0.50,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
349,5,3,5,0.62-0.75,0.38-0.50,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
350,5,3,6,0.62-0.75,0.38-0.50,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
351,5,3,7,0.62-0.75,0.38-0.50,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
352,5,4,0,0.62-0.75,0.50-0.62,0.00-0.12,0.0,0.0,0.0,0.0,EVICT
353,5,4,1,0.62-0.75,0.50-0.62,0.12-0.25,0.0,0.0,0.0,0.0,EVICT
354,5,4,2,0.62-0.75,0.50-0.62,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
355,5,4,3,0.62-0.75,0.50-0.62,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
356,5,4,4,0.62-0.75,0.50-0.62,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
357,5,4,5,0.62-0.75,0.50-0.62,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
358,5,4,6,0.62-0.75,0.50-0.62,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
359,5,4,7,0.62-0.75,0.50-0.62,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
360,5,5,0,0.62-0.75,0.62-0.75,0.00-0.12,0.0,0.0,0.0,0.0,EVICT
361,5,5,1,0.62-0.75,0.62-0.75,0.12-0.25,0.0,0.0,0.0,0.0,EVICT
362,5,5,2,0.62-0.75,0.62-0.75,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
363,5,5,3,0.62-0.75,0.62-0.75,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
364,5,5,4,0.62-0.75,0.62-0.75,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
365,5,5,5,0.62-0.75,0.62-0.75,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
366,5,5,6,0.62-0.75,0.62-0.75,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
367,5,5,7,0.62-0.75,0.62-0.75,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
368,5,6,0,0.62-0.75,0.75-0.88,0.00-0.12,0.0,0.0,0.0,0.0,EVICT
369,5,6,1,0.62-0.75,0.75-0.88,0.12-0.25,0.0,0.0,0.0,0.0,EVICT
370,5,6,2,0.62-0.75,0.75-0.88,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
371,5,6,3,0.62-0.75,0.75-0.88,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
372,5,6,4,0.62-0.75,0.75-0.88,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
373,5,6,5,0.62-0.75,0.75-0.88,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
374,5,6,6,0.62-0.75,0.75-0.88,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
375,5,6,7,0.62-0.75,0.75-0.88,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
376,5,7,0,0.62-0.75,0.88-1.00,0.00-0.12,0.0,0.0,0.0,0.0,EVICT
377,5,7,1,0.62-0.75,0.88-1.00,0.12-0.25,0.0,0.0,0.0,0.0,EVICT
378,5,7,2,0.62-0.75,0.88-1.00,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
379,5,7,3,0.62-0.75,0.88-1.00,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
380,5,7,4,0.62-0.75,0.88-1.00,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
381,5,7,5,0.62-0.75,0.88-1.00,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
382,5,7,6,0.62-0.75,0.88-1.00,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
383,5,7,7,0.62-0.75,0.88-1.00,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
384,6,0,0,0.75-0.88,0.00-0.12,0.00-0.12,0.0,-0.0018,0.0233,-0.0012,DEC_AGE
385,6,0,1,0.75-0.88,0.00-0.12,0.12-0.25,0.0,0.0,0.0,0.0,EVICT
386,6,0,2,0.75-0.88,0.00-0.12,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
387,6,0,3,0.75-0.88,0.00-0.12,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
388,6,0,4,0.75-0.88,0.00-0.12,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
389,6,0,5,0.75-0.88,0.00-0.12,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
390,6,0,6,0.75-0.88,0.00-0.12,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
391,6,0,7,0.75-0.88,0.00-0.12,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
392,6,1,0,0.75-0.88,0.12-0.25,0.00-0.12,0.0,0.0,0.0,0.0,EVICT
393,6,1,1,0.75-0.88,0.12-0.25,0.12-0.25,0.0,0.0,0.0,0.0,EVICT
394,6,1,2,0.75-0.88,0.12-0.25,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
395,6,1,3,0.75-0.88,0.12-0.25,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
396,6,1,4,0.75-0.88,0.12-0.25,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
397,6,1,5,0.75-0.88,0.12-0.25,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
398,6,1,6,0.75-0.88,0.12-0.25,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
399,6,1,7,0.75-0.88,0.12-0.25,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
400,6,2,0,0.75-0.88,0.25-0.38,0.00-0.12,0.0,0.0,0.0,0.0,EVICT
401,6,2,1,0.75-0.88,0.25-0.38,0.12-0.25,0.0,0.0,0.0,0.0,EVICT
402,6,2,2,0.75-0.88,0.25-0.38,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
403,6,2,3,0.75-0.88,0.25-0.38,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
404,6,2,4,0.75-0.88,0.25-0.38,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
405,6,2,5,0.75-0.88,0.25-0.38,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
406,6,2,6,0.75-0.88,0.25-0.38,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
407,6,2,7,0.75-0.88,0.25-0.38,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
408,6,3,0,0.75-0.88,0.38-0.50,0.00-0.12,0.0,0.0,0.0,0.0,EVICT
409,6,3,1,0.75-0.88,0.38-0.50,0.12-0.25,0.0,0.0,0.0,0.0,EVICT
410,6,3,2,0.75-0.88,0.38-0.50,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
411,6,3,3,0.75-0.88,0.38-0.50,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
412,6,3,4,0.75-0.88,0.38-0.50,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
413,6,3,5,0.75-0.88,0.38-0.50,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
414,6,3,6,0.75-0.88,0.38-0.50,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
415,6,3,7,0.75-0.88,0.38-0.50,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
416,6,4,0,0.75-0.88,0.50-0.62,0.00-0.12,0.0,0.0,0.0,0.0,EVICT
417,6,4,1,0.75-0.88,0.50-0.62,0.12-0.25,0.0,0.0,0.0,0.0,EVICT
418,6,4,2,0.75-0.88,0.50-0.62,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
419,6,4,3,0.75-0.88,0.50-0.62,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
420,6,4,4,0.75-0.88,0.50-0.62,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
421,6,4,5,0.75-0.88,0.50-0.62,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
422,6,4,6,0.75-0.88,0.50-0.62,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
423,6,4,7,0.75-0.88,0.50-0.62,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
424,6,5,0,0.75-0.88,0.62-0.75,0.00-0.12,0.0,0.0,0.0,0.0,EVICT
425,6,5,1,0.75-0.88,0.62-0.75,0.12-0.25,0.0,0.0,0.0,0.0,EVICT
426,6,5,2,0.75-0.88,0.62-0.75,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
427,6,5,3,0.75-0.88,0.62-0.75,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
428,6,5,4,0.75-0.88,0.62-0.75,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
429,6,5,5,0.75-0.88,0.62-0.75,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
430,6,5,6,0.75-0.88,0.62-0.75,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
431,6,5,7,0.75-0.88,0.62-0.75,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
432,6,6,0,0.75-0.88,0.75-0.88,0.00-0.12,0.0,0.0,0.0,0.0,EVICT
433,6,6,1,0.75-0.88,0.75-0.88,0.12-0.25,0.0,0.0,0.0,0.0,EVICT
434,6,6,2,0.75-0.88,0.75-0.88,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
435,6,6,3,0.75-0.88,0.75-0.88,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
436,6,6,4,0.75-0.88,0.75-0.88,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
437,6,6,5,0.75-0.88,0.75-0.88,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
438,6,6,6,0.75-0.88,0.75-0.88,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
439,6,6,7,0.75-0.88,0.75-0.88,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
440,6,7,0,0.75-0.88,0.88-1.00,0.00-0.12,0.0,0.0,0.0,0.0,EVICT
441,6,7,1,0.75-0.88,0.88-1.00,0.12-0.25,0.0,0.0403,0.0,0.0,INC_AGE
442,6,7,2,0.75-0.88,0.88-1.00,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
443,6,7,3,0.75-0.88,0.88-1.00,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
444,6,7,4,0.75-0.88,0.88-1.00,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
445,6,7,5,0.75-0.88,0.88-1.00,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
446,6,7,6,0.75-0.88,0.88-1.00,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
447,6,7,7,0.75-0.88,0.88-1.00,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
448,7,0,0,0.88-1.00,0.00-0.12,0.00-0.12,0.0,0.0,0.0,0.0,EVICT
449,7,0,1,0.88-1.00,0.00-0.12,0.12-0.25,0.0,0.0,0.0,0.0,EVICT
450,7,0,2,0.88-1.00,0.00-0.12,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
451,7,0,3,0.88-1.00,0.00-0.12,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
452,7,0,4,0.88-1.00,0.00-0.12,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
453,7,0,5,0.88-1.00,0.00-0.12,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
454,7,0,6,0.88-1.00,0.00-0.12,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
455,7,0,7,0.88-1.00,0.00-0.12,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
456,7,1,0,0.88-1.00,0.12-0.25,0.00-0.12,0.0,0.0,0.0,0.0,EVICT
457,7,1,1,0.88-1.00,0.12-0.25,0.12-0.25,0.0,0.0,0.0,0.0,EVICT
458,7,1,2,0.88-1.00,0.12-0.25,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
459,7,1,3,0.88-1.00,0.12-0.25,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
460,7,1,4,0.88-1.00,0.12-0.25,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
461,7,1,5,0.88-1.00,0.12-0.25,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
462,7,1,6,0.88-1.00,0.12-0.25,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
463,7,1,7,0.88-1.00,0.12-0.25,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
464,7,2,0,0.88-1.00,0.25-0.38,0.00-0.12,0.0,0.0,0.0,0.0,EVICT
465,7,2,1,0.88-1.00,0.25-0.38,0.12-0.25,0.0,0.0,0.0,0.0,EVICT
466,7,2,2,0.88-1.00,0.25-0.38,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
467,7,2,3,0.88-1.00,0.25-0.38,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
468,7,2,4,0.88-1.00,0.25-0.38,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
469,7,2,5,0.88-1.00,0.25-0.38,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
470,7,2,6,0.88-1.00,0.25-0.38,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
471,7,2,7,0.88-1.00,0.25-0.38,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
472,7,3,0,0.88-1.00,0.38-0.50,0.00-0.12,0.0,0.0,0.0,0.0,EVICT
473,7,3,1,0.88-1.00,0.38-0.50,0.12-0.25,0.0,0.0,0.0,0.0,EVICT
474,7,3,2,0.88-1.00,0.38-0.50,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
475,7,3,3,0.88-1.00,0.38-0.50,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
476,7,3,4,0.88-1.00,0.38-0.50,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
477,7,3,5,0.88-1.00,0.38-0.50,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
478,7,3,6,0.88-1.00,0.38-0.50,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
479,7,3,7,0.88-1.00,0.38-0.50,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
480,7,4,0,0.88-1.00,0.50-0.62,0.00-0.12,0.0,0.0,0.0,0.0,EVICT
481,7,4,1,0.88-1.00,0.50-0.62,0.12-0.25,0.0,0.0,0.0,0.0,EVICT
482,7,4,2,0.88-1.00,0.50-0.62,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
483,7,4,3,0.88-1.00,0.50-0.62,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
484,7,4,4,0.88-1.00,0.50-0.62,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
485,7,4,5,0.88-1.00,0.50-0.62,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
486,7,4,6,0.88-1.00,0.50-0.62,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
487,7,4,7,0.88-1.00,0.50-0.62,0.88-1.00,0.0,0.0,0.0,0.0,EVICT
488,7,5,0,0.88-1.00,0.62-0.75,0.00-0.12,0.0,0.0,0.0,0.0,EVICT
489,7,5,1,0.88-1.00,0.62-0.75,0.12-0.25,0.0,0.0,0.0,0.0,EVICT
490,7,5,2,0.88-1.00,0.62-0.75,0.25-0.38,0.0,0.0,0.0,0.0,EVICT
491,7,5,3,0.88-1.00,0.62-0.75,0.38-0.50,0.0,0.0,0.0,0.0,EVICT
492,7,5,4,0.88-1.00,0.62-0.75,0.50-0.62,0.0,0.0,0.0,0.0,EVICT
493,7,5,5,0.88-1.00,0.62-0.75,0.62-0.75,0.0,0.0,0.0,0.0,EVICT
494,7,5,6,0.88-1.00,0.62-0.75,0.75-0.88,0.0,0.0,0.0,0.0,EVICT
